Date,Time,Date_Time,Groundwater_Level_ft,Atm_Pressure_ft,Temp_Celsius
10/25/2012,2:00:00,10/25/2012 2:00,6.87,2.94,17.21
10/25/2012,3:00:00,10/25/2012 3:00,6.87,2.94,17.07
10/25/2012,4:00:00,10/25/2012 4:00,6.87,2.95,17
10/25/2012,5:00:00,10/25/2012 5:00,6.9,2.95,16.94
10/25/2012,6:00:00,10/25/2012 6:00,6.89,2.97,16.84
10/25/2012,7:00:00,10/25/2012 7:00,6.88,2.99,16.81
10/25/2012,8:00:00,10/25/2012 8:00,6.89,3.01,16.91
10/25/2012,9:00:00,10/25/2012 9:00,6.91,3.02,17.17
10/25/2012,10:00:00,10/25/2012 10:00,6.93,3,17.43
10/25/2012,11:00:00,10/25/2012 11:00,6.94,3,17.71
10/25/2012,12:00:00,10/25/2012 12:00,6.95,2.98,18.04
10/25/2012,13:00:00,10/25/2012 13:00,6.94,2.97,18.32
10/25/2012,14:00:00,10/25/2012 14:00,6.94,2.96,18.56
10/25/2012,15:00:00,10/25/2012 15:00,6.94,2.96,18.75
10/25/2012,16:00:00,10/25/2012 16:00,6.94,2.95,18.87
10/25/2012,17:00:00,10/25/2012 17:00,6.94,2.96,18.62
10/25/2012,18:00:00,10/25/2012 18:00,6.94,2.98,18.21
10/25/2012,19:00:00,10/25/2012 19:00,6.96,2.98,17.76
10/25/2012,20:00:00,10/25/2012 20:00,6.96,2.98,17.35
10/25/2012,21:00:00,10/25/2012 21:00,6.97,2.99,17.01
10/25/2012,22:00:00,10/25/2012 22:00,6.99,2.98,16.75
10/25/2012,23:00:00,10/25/2012 23:00,6.99,2.97,16.41
10/26/2012,0:00:00,10/26/2012 0:00,7,2.96,16.24
10/26/2012,1:00:00,10/26/2012 1:00,7,2.96,16.03
10/26/2012,2:00:00,10/26/2012 2:00,7.01,2.96,15.76
10/26/2012,3:00:00,10/26/2012 3:00,7.01,2.95,15.46
10/26/2012,4:00:00,10/26/2012 4:00,7.01,2.96,15.16
10/26/2012,5:00:00,10/26/2012 5:00,7.03,2.95,14.72
10/26/2012,6:00:00,10/26/2012 6:00,7.03,2.95,14.26
10/26/2012,7:00:00,10/26/2012 7:00,7.01,2.97,13.99
10/26/2012,8:00:00,10/26/2012 8:00,7.03,2.97,14.37
10/26/2012,9:00:00,10/26/2012 9:00,7.04,2.97,15.25
10/26/2012,10:00:00,10/26/2012 10:00,7.03,2.96,16.09
10/26/2012,11:00:00,10/26/2012 11:00,7.04,2.94,16.84
10/26/2012,12:00:00,10/26/2012 12:00,7.04,2.9,17.54
10/26/2012,13:00:00,10/26/2012 13:00,7.04,2.86,18.18
10/26/2012,14:00:00,10/26/2012 14:00,7.01,2.85,18.66
10/26/2012,15:00:00,10/26/2012 15:00,7,2.85,19.01
10/26/2012,16:00:00,10/26/2012 16:00,7,2.85,19.22
10/26/2012,17:00:00,10/26/2012 17:00,7,2.86,19.24
10/26/2012,18:00:00,10/26/2012 18:00,7.02,2.86,18.93
10/26/2012,19:00:00,10/26/2012 19:00,7.03,2.85,18.52
10/26/2012,20:00:00,10/26/2012 20:00,7.03,2.85,18.12
10/26/2012,21:00:00,10/26/2012 21:00,7.04,2.85,17.77
10/26/2012,22:00:00,10/26/2012 22:00,7.05,2.84,17.44
10/26/2012,23:00:00,10/26/2012 23:00,7.05,2.83,17.14
10/27/2012,0:00:00,10/27/2012 0:00,7.06,2.82,16.84
10/27/2012,1:00:00,10/27/2012 1:00,7.06,2.81,16.53
10/27/2012,2:00:00,10/27/2012 2:00,7.07,2.8,16.24
10/27/2012,3:00:00,10/27/2012 3:00,7.06,2.8,15.96
10/27/2012,4:00:00,10/27/2012 4:00,7.06,2.8,15.72
10/27/2012,5:00:00,10/27/2012 5:00,7.08,2.8,15.41
10/27/2012,6:00:00,10/27/2012 6:00,7.07,2.81,15.19
10/27/2012,7:00:00,10/27/2012 7:00,7.08,2.82,14.96
10/27/2012,8:00:00,10/27/2012 8:00,7.1,2.8,15.06
10/27/2012,9:00:00,10/27/2012 9:00,7.09,2.8,15.66
10/27/2012,10:00:00,10/27/2012 10:00,7.08,2.79,16.4
10/27/2012,11:00:00,10/27/2012 11:00,7.09,2.77,17.16
10/27/2012,12:00:00,10/27/2012 12:00,7.08,2.74,17.91
10/27/2012,13:00:00,10/27/2012 13:00,7.07,2.71,18.61
10/27/2012,14:00:00,10/27/2012 14:00,7.05,2.69,19.16
10/27/2012,15:00:00,10/27/2012 15:00,7.04,2.68,19.55
10/27/2012,16:00:00,10/27/2012 16:00,7.04,2.68,19.81
10/27/2012,17:00:00,10/27/2012 17:00,7.03,2.69,19.85
10/27/2012,18:00:00,10/27/2012 18:00,7.03,2.7,19.63
10/27/2012,19:00:00,10/27/2012 19:00,7.04,2.71,19.25
10/27/2012,20:00:00,10/27/2012 20:00,7.05,2.72,18.84
10/27/2012,21:00:00,10/27/2012 21:00,7.05,2.73,18.47
10/27/2012,22:00:00,10/27/2012 22:00,7.07,2.72,18.12
10/27/2012,23:00:00,10/27/2012 23:00,7.07,2.72,17.8
10/28/2012,0:00:00,10/28/2012 0:00,7.06,2.73,17.49
10/28/2012,1:00:00,10/28/2012 1:00,7.07,2.72,17.2
10/28/2012,2:00:00,10/28/2012 2:00,7.08,2.71,16.91
10/28/2012,3:00:00,10/28/2012 3:00,7.08,2.71,16.63
10/28/2012,4:00:00,10/28/2012 4:00,7.07,2.71,16.39
10/28/2012,5:00:00,10/28/2012 5:00,7.08,2.71,16.12
10/28/2012,6:00:00,10/28/2012 6:00,7.08,2.71,15.81
10/28/2012,7:00:00,10/28/2012 7:00,7.08,2.72,15.66
10/28/2012,8:00:00,10/28/2012 8:00,7.08,2.72,15.69
10/28/2012,9:00:00,10/28/2012 9:00,7.08,2.72,16.25
10/28/2012,10:00:00,10/28/2012 10:00,7.09,2.71,16.94
10/28/2012,11:00:00,10/28/2012 11:00,7.08,2.7,17.67
10/28/2012,12:00:00,10/28/2012 12:00,7.07,2.68,18.42
10/28/2012,13:00:00,10/28/2012 13:00,7.06,2.66,19.1
10/28/2012,14:00:00,10/28/2012 14:00,7.03,2.67,19.64
10/28/2012,15:00:00,10/28/2012 15:00,7.03,2.67,20
10/28/2012,16:00:00,10/28/2012 16:00,7.02,2.68,20.2
10/28/2012,17:00:00,10/28/2012 17:00,7.01,2.69,20.2
10/28/2012,18:00:00,10/28/2012 18:00,7.02,2.71,19.97
10/28/2012,19:00:00,10/28/2012 19:00,7.03,2.72,19.6
10/28/2012,20:00:00,10/28/2012 20:00,7.03,2.74,19.21
10/28/2012,21:00:00,10/28/2012 21:00,7.03,2.75,18.85
10/28/2012,22:00:00,10/28/2012 22:00,7.02,2.77,18.48
10/28/2012,23:00:00,10/28/2012 23:00,7.04,2.76,18.12
10/29/2012,0:00:00,10/29/2012 0:00,7.05,2.76,17.8
10/29/2012,1:00:00,10/29/2012 1:00,7.04,2.77,17.49
10/29/2012,2:00:00,10/29/2012 2:00,7.05,2.77,17.19
10/29/2012,3:00:00,10/29/2012 3:00,7.05,2.78,16.9
10/29/2012,4:00:00,10/29/2012 4:00,7.03,2.8,16.54
10/29/2012,5:00:00,10/29/2012 5:00,7.06,2.8,16.23
10/29/2012,6:00:00,10/29/2012 6:00,7.05,2.81,15.94
10/29/2012,7:00:00,10/29/2012 7:00,7.04,2.84,15.78
10/29/2012,8:00:00,10/29/2012 8:00,7.05,2.85,15.9
10/29/2012,9:00:00,10/29/2012 9:00,7.07,2.84,16.38
10/29/2012,10:00:00,10/29/2012 10:00,7.06,2.82,17.02
10/29/2012,11:00:00,10/29/2012 11:00,7.06,2.8,17.72
10/29/2012,12:00:00,10/29/2012 12:00,7.05,2.78,18.43
10/29/2012,13:00:00,10/29/2012 13:00,7.03,2.77,19.07
10/29/2012,14:00:00,10/29/2012 14:00,7.02,2.76,19.56
10/29/2012,15:00:00,10/29/2012 15:00,7.01,2.76,19.89
10/29/2012,16:00:00,10/29/2012 16:00,7.01,2.77,20.06
10/29/2012,17:00:00,10/29/2012 17:00,7,2.78,20.02
10/29/2012,18:00:00,10/29/2012 18:00,7.01,2.79,19.68
10/29/2012,19:00:00,10/29/2012 19:00,7.02,2.8,19.23
10/29/2012,20:00:00,10/29/2012 20:00,7.01,2.8,18.81
10/29/2012,21:00:00,10/29/2012 21:00,7.02,2.81,18.4
10/29/2012,22:00:00,10/29/2012 22:00,7.03,2.8,18.01
10/29/2012,23:00:00,10/29/2012 23:00,7.03,2.79,17.64
10/30/2012,0:00:00,10/30/2012 0:00,7.03,2.79,17.29
10/30/2012,1:00:00,10/30/2012 1:00,7.03,2.78,16.9
10/30/2012,2:00:00,10/30/2012 2:00,7.04,2.78,16.58
10/30/2012,3:00:00,10/30/2012 3:00,7.05,2.77,16.23
10/30/2012,4:00:00,10/30/2012 4:00,7.05,2.77,16.05
10/30/2012,5:00:00,10/30/2012 5:00,7.04,2.78,15.78
10/30/2012,6:00:00,10/30/2012 6:00,7.04,2.8,15.65
10/30/2012,7:00:00,10/30/2012 7:00,7.03,2.83,15.68
10/30/2012,8:00:00,10/30/2012 8:00,7.07,2.82,15.98
10/30/2012,9:00:00,10/30/2012 9:00,7.05,2.82,16.42
10/30/2012,10:00:00,10/30/2012 10:00,7.07,2.8,16.96
10/30/2012,11:00:00,10/30/2012 11:00,7.07,2.77,17.56
10/30/2012,12:00:00,10/30/2012 12:00,7.05,2.75,18.19
10/30/2012,13:00:00,10/30/2012 13:00,7.05,2.73,18.76
10/30/2012,14:00:00,10/30/2012 14:00,7.05,2.7,19.2
10/30/2012,15:00:00,10/30/2012 15:00,7.02,2.7,19.5
10/30/2012,16:00:00,10/30/2012 16:00,7.01,2.7,19.64
10/30/2012,17:00:00,10/30/2012 17:00,7.03,2.69,19.53
10/30/2012,18:00:00,10/30/2012 18:00,7.02,2.71,19.13
10/30/2012,19:00:00,10/30/2012 19:00,7.03,2.71,18.69
10/30/2012,20:00:00,10/30/2012 20:00,7.02,2.72,18.29
10/30/2012,21:00:00,10/30/2012 21:00,7.03,2.74,18.01
10/30/2012,22:00:00,10/30/2012 22:00,7.04,2.73,17.93
10/30/2012,23:00:00,10/30/2012 23:00,7.04,2.72,17.88
10/31/2012,0:00:00,10/31/2012 0:00,7.04,2.72,17.81
10/31/2012,1:00:00,10/31/2012 1:00,7.04,2.73,17.68
10/31/2012,2:00:00,10/31/2012 2:00,7.06,2.72,17.57
10/31/2012,3:00:00,10/31/2012 3:00,7.06,2.71,17.43
10/31/2012,4:00:00,10/31/2012 4:00,7.07,2.7,17.26
10/31/2012,5:00:00,10/31/2012 5:00,7.06,2.7,16.96
10/31/2012,6:00:00,10/31/2012 6:00,7.06,2.72,16.64
10/31/2012,7:00:00,10/31/2012 7:00,7.06,2.74,16.62
10/31/2012,8:00:00,10/31/2012 8:00,7.07,2.75,16.74
10/31/2012,9:00:00,10/31/2012 9:00,7.07,2.75,17
10/31/2012,10:00:00,10/31/2012 10:00,7.06,2.75,17.35
10/31/2012,11:00:00,10/31/2012 11:00,7.08,2.74,17.74
10/31/2012,12:00:00,10/31/2012 12:00,7.07,2.73,18.03
10/31/2012,13:00:00,10/31/2012 13:00,7.06,2.71,18.24
10/31/2012,14:00:00,10/31/2012 14:00,7.07,2.71,18.41
10/31/2012,15:00:00,10/31/2012 15:00,7.07,2.71,18.52
10/31/2012,16:00:00,10/31/2012 16:00,7.07,2.71,18.55
10/31/2012,17:00:00,10/31/2012 17:00,7.05,2.72,18.47
10/31/2012,18:00:00,10/31/2012 18:00,7.07,2.72,18.31
10/31/2012,19:00:00,10/31/2012 19:00,7.08,2.71,18.16
10/31/2012,20:00:00,10/31/2012 20:00,7.06,2.72,18.02
10/31/2012,21:00:00,10/31/2012 21:00,7.07,2.72,17.86
10/31/2012,22:00:00,10/31/2012 22:00,7.07,2.72,17.7
10/31/2012,23:00:00,10/31/2012 23:00,7.08,2.73,17.59
11/1/2012,0:00:00,11/1/2012 0:00,7.09,2.72,17.48
11/1/2012,1:00:00,11/1/2012 1:00,7.08,2.74,17.38
11/1/2012,2:00:00,11/1/2012 2:00,7.1,2.73,17.27
11/1/2012,3:00:00,11/1/2012 3:00,7.09,2.72,17.17
11/1/2012,4:00:00,11/1/2012 4:00,7.1,2.71,17.08
11/1/2012,5:00:00,11/1/2012 5:00,7.09,2.74,16.99
11/1/2012,6:00:00,11/1/2012 6:00,7.1,2.73,16.97
11/1/2012,7:00:00,11/1/2012 7:00,7.1,2.75,16.97
11/1/2012,8:00:00,11/1/2012 8:00,7.1,2.77,17.04
11/1/2012,9:00:00,11/1/2012 9:00,7.12,2.77,17.2
11/1/2012,10:00:00,11/1/2012 10:00,7.1,2.77,17.42
11/1/2012,11:00:00,11/1/2012 11:00,7.12,2.77,17.67
11/1/2012,12:00:00,11/1/2012 12:00,7.13,2.75,17.91
11/1/2012,13:00:00,11/1/2012 13:00,7.13,2.74,18.14
11/1/2012,14:00:00,11/1/2012 14:00,7.11,2.75,18.37
11/1/2012,15:00:00,11/1/2012 15:00,7.12,2.75,18.58
11/1/2012,16:00:00,11/1/2012 16:00,7.11,2.75,18.72
11/1/2012,17:00:00,11/1/2012 17:00,7.11,2.75,18.5
11/1/2012,18:00:00,11/1/2012 18:00,7.12,2.76,18.07
11/1/2012,19:00:00,11/1/2012 19:00,7.12,2.77,17.63
11/1/2012,20:00:00,11/1/2012 20:00,7.13,2.77,17.28
11/1/2012,21:00:00,11/1/2012 21:00,7.13,2.78,17.04
11/1/2012,22:00:00,11/1/2012 22:00,7.15,2.78,16.78
11/1/2012,23:00:00,11/1/2012 23:00,7.14,2.8,16.37
11/2/2012,0:00:00,11/2/2012 0:00,7.15,2.8,16.02
11/2/2012,1:00:00,11/2/2012 1:00,7.15,2.8,15.72
11/2/2012,2:00:00,11/2/2012 2:00,7.17,2.79,15.45
11/2/2012,3:00:00,11/2/2012 3:00,7.17,2.79,15.11
11/2/2012,4:00:00,11/2/2012 4:00,7.16,2.8,14.82
11/2/2012,5:00:00,11/2/2012 5:00,7.18,2.79,14.53
11/2/2012,6:00:00,11/2/2012 6:00,7.19,2.79,14.4
11/2/2012,7:00:00,11/2/2012 7:00,7.18,2.81,14.31
11/2/2012,8:00:00,11/2/2012 8:00,7.19,2.82,14.46
11/2/2012,9:00:00,11/2/2012 9:00,7.2,2.82,15.14
11/2/2012,10:00:00,11/2/2012 10:00,7.2,2.81,15.85
11/2/2012,11:00:00,11/2/2012 11:00,7.21,2.79,16.5
11/2/2012,12:00:00,11/2/2012 12:00,7.22,2.77,17.1
11/2/2012,13:00:00,11/2/2012 13:00,7.2,2.76,17.64
11/2/2012,14:00:00,11/2/2012 14:00,7.19,2.77,18.04
11/2/2012,15:00:00,11/2/2012 15:00,7.22,2.76,18.27
11/2/2012,16:00:00,11/2/2012 16:00,7.21,2.76,18.39
11/2/2012,17:00:00,11/2/2012 17:00,7.21,2.77,18.32
11/2/2012,18:00:00,11/2/2012 18:00,7.21,2.78,17.93
11/2/2012,19:00:00,11/2/2012 19:00,7.22,2.79,17.46
11/2/2012,20:00:00,11/2/2012 20:00,7.23,2.8,17.03
11/2/2012,21:00:00,11/2/2012 21:00,7.22,2.81,16.64
11/2/2012,22:00:00,11/2/2012 22:00,7.25,2.81,16.21
11/2/2012,23:00:00,11/2/2012 23:00,7.25,2.81,15.89
11/3/2012,0:00:00,11/3/2012 0:00,7.26,2.82,15.55
11/3/2012,1:00:00,11/3/2012 1:00,7.26,2.83,15.15
11/3/2012,2:00:00,11/3/2012 2:00,7.28,2.82,14.79
11/3/2012,3:00:00,11/3/2012 3:00,7.28,2.82,14.48
11/3/2012,4:00:00,11/3/2012 4:00,7.28,2.84,14.27
11/3/2012,5:00:00,11/3/2012 5:00,7.29,2.85,14.16
11/3/2012,6:00:00,11/3/2012 6:00,7.3,2.86,14.05
11/3/2012,7:00:00,11/3/2012 7:00,7.29,2.88,13.99
11/3/2012,8:00:00,11/3/2012 8:00,7.3,2.89,14.34
11/3/2012,9:00:00,11/3/2012 9:00,7.32,2.88,14.98
11/3/2012,10:00:00,11/3/2012 10:00,7.33,2.88,15.63
11/3/2012,11:00:00,11/3/2012 11:00,7.35,2.85,16.29
11/3/2012,12:00:00,11/3/2012 12:00,7.33,2.83,16.94
11/3/2012,13:00:00,11/3/2012 13:00,7.32,2.82,17.53
11/3/2012,14:00:00,11/3/2012 14:00,7.33,2.81,17.98
11/3/2012,15:00:00,11/3/2012 15:00,7.32,2.81,18.28
11/3/2012,16:00:00,11/3/2012 16:00,7.31,2.83,18.45
11/3/2012,17:00:00,11/3/2012 17:00,7.31,2.85,18.44
11/3/2012,18:00:00,11/3/2012 18:00,7.33,2.87,18.14
11/3/2012,19:00:00,11/3/2012 19:00,7.34,2.87,17.72
11/3/2012,20:00:00,11/3/2012 20:00,7.35,2.87,17.36
11/3/2012,21:00:00,11/3/2012 21:00,7.34,2.89,17.05
11/3/2012,22:00:00,11/3/2012 22:00,7.36,2.9,16.74
11/3/2012,23:00:00,11/3/2012 23:00,7.37,2.9,16.43
11/4/2012,0:00:00,11/4/2012 0:00,7.38,2.9,16.13
11/4/2012,1:00:00,11/4/2012 1:00,7.38,2.91,15.81
11/4/2012,2:00:00,11/4/2012 2:00,7.39,2.91,15.51
11/4/2012,3:00:00,11/4/2012 3:00,7.4,2.9,15.25
11/4/2012,4:00:00,11/4/2012 4:00,7.4,2.91,14.98
11/4/2012,5:00:00,11/4/2012 5:00,7.41,2.91,14.78
11/4/2012,6:00:00,11/4/2012 6:00,7.4,2.93,14.42
11/4/2012,7:00:00,11/4/2012 7:00,7.41,2.96,14.15
11/4/2012,8:00:00,11/4/2012 8:00,7.42,2.96,14.27
11/4/2012,9:00:00,11/4/2012 9:00,7.44,2.96,14.87
11/4/2012,10:00:00,11/4/2012 10:00,7.44,2.95,15.57
11/4/2012,11:00:00,11/4/2012 11:00,7.44,2.93,16.28
11/4/2012,12:00:00,11/4/2012 12:00,7.44,2.9,16.98
11/4/2012,13:00:00,11/4/2012 13:00,7.42,2.89,17.62
11/4/2012,14:00:00,11/4/2012 14:00,7.42,2.89,18.11
11/4/2012,15:00:00,11/4/2012 15:00,7.42,2.88,18.43
11/4/2012,16:00:00,11/4/2012 16:00,7.42,2.88,18.62
11/4/2012,17:00:00,11/4/2012 17:00,7.42,2.89,18.63
11/4/2012,18:00:00,11/4/2012 18:00,7.44,2.89,18.41
11/4/2012,19:00:00,11/4/2012 19:00,7.44,2.89,18.02
11/4/2012,20:00:00,11/4/2012 20:00,7.44,2.9,17.59
11/4/2012,21:00:00,11/4/2012 21:00,7.45,2.91,17.19
11/4/2012,22:00:00,11/4/2012 22:00,7.45,2.91,16.82
11/4/2012,23:00:00,11/4/2012 23:00,7.46,2.91,16.48
11/5/2012,0:00:00,11/5/2012 0:00,7.47,2.9,16.16
11/5/2012,1:00:00,11/5/2012 1:00,7.47,2.9,15.85
11/5/2012,2:00:00,11/5/2012 2:00,7.49,2.88,15.55
11/5/2012,3:00:00,11/5/2012 3:00,7.5,2.87,15.27
11/5/2012,4:00:00,11/5/2012 4:00,7.49,2.88,15.01
11/5/2012,5:00:00,11/5/2012 5:00,7.49,2.89,14.62
11/5/2012,6:00:00,11/5/2012 6:00,7.5,2.9,14.28
11/5/2012,7:00:00,11/5/2012 7:00,7.5,2.91,14.08
11/5/2012,8:00:00,11/5/2012 8:00,7.52,2.91,14.15
11/5/2012,9:00:00,11/5/2012 9:00,7.53,2.89,14.79
11/5/2012,10:00:00,11/5/2012 10:00,7.53,2.87,15.52
11/5/2012,11:00:00,11/5/2012 11:00,7.53,2.84,16.24
11/5/2012,12:00:00,11/5/2012 12:00,7.53,2.81,16.97
11/5/2012,13:00:00,11/5/2012 13:00,7.5,2.79,17.62
11/5/2012,14:00:00,11/5/2012 14:00,7.49,2.78,18.11
11/5/2012,15:00:00,11/5/2012 15:00,7.48,2.78,18.47
11/5/2012,16:00:00,11/5/2012 16:00,7.48,2.78,18.69
11/5/2012,17:00:00,11/5/2012 17:00,7.49,2.8,18.71
11/5/2012,18:00:00,11/5/2012 18:00,7.5,2.81,18.47
11/5/2012,19:00:00,11/5/2012 19:00,7.51,2.81,18.11
11/5/2012,20:00:00,11/5/2012 20:00,7.52,2.81,17.74
11/5/2012,21:00:00,11/5/2012 21:00,7.53,2.81,17.35
11/5/2012,22:00:00,11/5/2012 22:00,7.53,2.81,16.94
11/5/2012,23:00:00,11/5/2012 23:00,7.53,2.8,16.56
11/6/2012,0:00:00,11/6/2012 0:00,7.53,2.81,16.2
11/6/2012,1:00:00,11/6/2012 1:00,7.54,2.81,15.85
11/6/2012,2:00:00,11/6/2012 2:00,7.55,2.8,15.5
11/6/2012,3:00:00,11/6/2012 3:00,7.55,2.8,15.21
11/6/2012,4:00:00,11/6/2012 4:00,7.55,2.81,14.74
11/6/2012,5:00:00,11/6/2012 5:00,7.56,2.81,14.39
11/6/2012,6:00:00,11/6/2012 6:00,7.55,2.82,14.08
11/6/2012,7:00:00,11/6/2012 7:00,7.56,2.83,13.86
11/6/2012,8:00:00,11/6/2012 8:00,7.58,2.83,13.92
11/6/2012,9:00:00,11/6/2012 9:00,7.58,2.82,14.49
11/6/2012,10:00:00,11/6/2012 10:00,7.58,2.8,15.24
11/6/2012,11:00:00,11/6/2012 11:00,7.58,2.78,15.98
11/6/2012,12:00:00,11/6/2012 12:00,7.57,2.75,16.72
11/6/2012,13:00:00,11/6/2012 13:00,7.56,2.73,17.41
11/6/2012,14:00:00,11/6/2012 14:00,7.54,2.73,17.95
11/6/2012,15:00:00,11/6/2012 15:00,7.54,2.73,18.34
11/6/2012,16:00:00,11/6/2012 16:00,7.54,2.72,18.56
11/6/2012,17:00:00,11/6/2012 17:00,7.54,2.73,18.57
11/6/2012,18:00:00,11/6/2012 18:00,7.54,2.74,18.33
11/6/2012,19:00:00,11/6/2012 19:00,7.56,2.75,17.95
11/6/2012,20:00:00,11/6/2012 20:00,7.56,2.76,17.52
11/6/2012,21:00:00,11/6/2012 21:00,7.56,2.77,17.14
11/6/2012,22:00:00,11/6/2012 22:00,7.57,2.77,16.73
11/6/2012,23:00:00,11/6/2012 23:00,7.58,2.77,16.37
11/7/2012,0:00:00,11/7/2012 0:00,7.58,2.77,16.03
11/7/2012,1:00:00,11/7/2012 1:00,7.59,2.76,15.71
11/7/2012,2:00:00,11/7/2012 2:00,7.6,2.76,15.42
11/7/2012,3:00:00,11/7/2012 3:00,7.6,2.75,15.17
11/7/2012,4:00:00,11/7/2012 4:00,7.59,2.76,14.79
11/7/2012,5:00:00,11/7/2012 5:00,7.6,2.77,14.44
11/7/2012,6:00:00,11/7/2012 6:00,7.61,2.76,14.14
11/7/2012,7:00:00,11/7/2012 7:00,7.6,2.78,13.91
11/7/2012,8:00:00,11/7/2012 8:00,7.62,2.77,13.94
11/7/2012,9:00:00,11/7/2012 9:00,7.62,2.76,14.54
11/7/2012,10:00:00,11/7/2012 10:00,7.62,2.75,15.22
11/7/2012,11:00:00,11/7/2012 11:00,7.62,2.73,15.86
11/7/2012,12:00:00,11/7/2012 12:00,7.61,2.71,16.47
11/7/2012,13:00:00,11/7/2012 13:00,7.6,2.7,16.98
11/7/2012,14:00:00,11/7/2012 14:00,7.6,2.68,17.36
11/7/2012,15:00:00,11/7/2012 15:00,7.59,2.68,17.61
11/7/2012,16:00:00,11/7/2012 16:00,7.59,2.69,17.7
11/7/2012,17:00:00,11/7/2012 17:00,7.59,2.7,17.49
11/7/2012,18:00:00,11/7/2012 18:00,7.6,2.71,17.33
11/7/2012,19:00:00,11/7/2012 19:00,7.61,2.7,17.18
11/7/2012,20:00:00,11/7/2012 20:00,7.61,2.7,16.85
11/7/2012,21:00:00,11/7/2012 21:00,7.62,2.7,16.62
11/7/2012,22:00:00,11/7/2012 22:00,7.63,2.69,16.51
11/7/2012,23:00:00,11/7/2012 23:00,7.63,2.68,16.32
11/8/2012,0:00:00,11/8/2012 0:00,7.64,2.67,16.15
11/8/2012,1:00:00,11/8/2012 1:00,7.64,2.66,15.77
11/8/2012,2:00:00,11/8/2012 2:00,7.63,2.66,15.57
11/8/2012,3:00:00,11/8/2012 3:00,7.64,2.65,15.49
11/8/2012,4:00:00,11/8/2012 4:00,7.64,2.67,15.33
11/8/2012,5:00:00,11/8/2012 5:00,7.64,2.69,15.26
11/8/2012,6:00:00,11/8/2012 6:00,7.65,2.69,14.97
11/8/2012,7:00:00,11/8/2012 7:00,7.65,2.69,14.86
11/8/2012,8:00:00,11/8/2012 8:00,7.66,2.69,14.92
11/8/2012,9:00:00,11/8/2012 9:00,7.66,2.69,15.23
11/8/2012,10:00:00,11/8/2012 10:00,7.65,2.69,15.66
11/8/2012,11:00:00,11/8/2012 11:00,7.67,2.67,16.05
11/8/2012,12:00:00,11/8/2012 12:00,7.67,2.64,16.51
11/8/2012,13:00:00,11/8/2012 13:00,7.64,2.64,16.78
11/8/2012,14:00:00,11/8/2012 14:00,7.65,2.63,16.75
11/8/2012,15:00:00,11/8/2012 15:00,7.65,2.63,16.63
11/8/2012,16:00:00,11/8/2012 16:00,7.66,2.62,16.37
11/8/2012,17:00:00,11/8/2012 17:00,7.66,2.61,15.99
11/8/2012,18:00:00,11/8/2012 18:00,7.66,2.62,15.59
11/8/2012,19:00:00,11/8/2012 19:00,7.66,2.63,15.17
11/8/2012,20:00:00,11/8/2012 20:00,7.68,2.62,14.69
11/8/2012,21:00:00,11/8/2012 21:00,7.68,2.63,14.21
11/8/2012,22:00:00,11/8/2012 22:00,7.69,2.63,13.78
11/8/2012,23:00:00,11/8/2012 23:00,7.69,2.63,13.39
11/9/2012,0:00:00,11/9/2012 0:00,7.7,2.62,13
11/9/2012,1:00:00,11/9/2012 1:00,7.7,2.61,12.87
11/9/2012,2:00:00,11/9/2012 2:00,7.7,2.61,12.74
11/9/2012,3:00:00,11/9/2012 3:00,7.72,2.6,12.76
11/9/2012,4:00:00,11/9/2012 4:00,7.69,2.62,12.73
11/9/2012,5:00:00,11/9/2012 5:00,7.7,2.62,12.73
11/9/2012,6:00:00,11/9/2012 6:00,7.71,2.62,12.56
11/9/2012,7:00:00,11/9/2012 7:00,7.7,2.64,12.19
11/9/2012,8:00:00,11/9/2012 8:00,7.71,2.65,12.09
11/9/2012,9:00:00,11/9/2012 9:00,7.71,2.66,12.73
11/9/2012,10:00:00,11/9/2012 10:00,7.72,2.66,13.39
11/9/2012,11:00:00,11/9/2012 11:00,7.72,2.66,13.95
11/9/2012,12:00:00,11/9/2012 12:00,7.74,2.64,14.4
11/9/2012,13:00:00,11/9/2012 13:00,7.73,2.63,14.77
11/9/2012,14:00:00,11/9/2012 14:00,7.73,2.63,15.06
11/9/2012,15:00:00,11/9/2012 15:00,7.72,2.64,15.62
11/9/2012,16:00:00,11/9/2012 16:00,7.72,2.65,16.17
11/9/2012,17:00:00,11/9/2012 17:00,7.73,2.66,15.29
11/9/2012,18:00:00,11/9/2012 18:00,7.74,2.67,14.83
11/9/2012,19:00:00,11/9/2012 19:00,7.74,2.68,14.41
11/9/2012,20:00:00,11/9/2012 20:00,7.74,2.69,14.02
11/9/2012,21:00:00,11/9/2012 21:00,7.75,2.7,13.8
11/9/2012,22:00:00,11/9/2012 22:00,7.75,2.71,13.58
11/9/2012,23:00:00,11/9/2012 23:00,7.75,2.71,13.49
11/10/2012,0:00:00,11/10/2012 0:00,7.76,2.71,13.16
11/10/2012,1:00:00,11/10/2012 1:00,7.76,2.72,12.8
11/10/2012,2:00:00,11/10/2012 2:00,7.77,2.72,12.51
11/10/2012,3:00:00,11/10/2012 3:00,7.77,2.72,12.26
11/10/2012,4:00:00,11/10/2012 4:00,7.77,2.73,12.06
11/10/2012,5:00:00,11/10/2012 5:00,7.78,2.73,11.87
